"","QAQC_flag","FE_2_Conc_Final","FE_3_Conc_Final","FE_tot_Conc_Final","ID_full","Run_notes"
"34","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",15.6194572174525,0,15.6194572174525,"Plate1_1_FW_H3_20250204","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"35","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",13.131140559324,0,13.131140559324,"Plate1_1_FW_H3_20250204","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"36","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",12.0647191344118,0,12.0647191344118,"Plate1_1_FW_H3_20250204","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"37","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",42.9909404568656,0,42.9909404568656,"Plate1_1_SW_C3_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"38","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",46.9011523482104,0,46.9011523482104,"Plate1_1_SW_C3_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"39","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",42.9909404568656,0,42.9909404568656,"Plate1_1_SW_C3_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"40","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",9.93187628458743,0,9.93187628458743,"Plate1_1_FW_F6_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"41","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",10.6428239011956,0,10.6428239011956,"Plate1_1_FW_F6_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"42","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",9.22092866797929,0,9.22092866797929,"Plate1_1_FW_F6_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"43","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",89.9737596036265,0,89.9737596036265,"Plate1_1_SW_F6_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"44","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",79.469742566985,0,79.469742566985,"Plate1_1_SW_F6_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"45","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",85.6766617250005,0,85.6766617250005,"Plate1_1_SW_F6_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"46","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",9.57640247628336,0,9.57640247628336,"Plate1_1_SW_E3_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"47","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",6.37713820154676,0,6.37713820154676,"Plate1_1_SW_E3_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"48","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",5.66619058493863,0,5.66619058493863,"Plate1_1_SW_E3_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"49","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",35.5259904824802,7.27726483833416,42.8032553208144,"Plate1_1_FW_F6_20250131 spk ","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"50","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",17.3968262589728,30.050398540276,47.4472247992489,"Plate1_1_FW_F6_20250131 spk ","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"51","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",17.3968262589728,79.3153394041138,96.7121656630866,"Plate1_1_FW_F6_20250131 spk ","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"52","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",31.2603047828314,0,31.2603047828314,"Plate1_1_SW_H6_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"53","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",29.127461933007,0,29.127461933007,"Plate1_1_SW_H6_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"54","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",28.771988124703,0,28.771988124703,"Plate1_1_SW_H6_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"55","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",6.02166439324269,0,6.02166439324269,"Plate1_1_FW_D5_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"56","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",5.66619058493863,0,5.66619058493863,"Plate1_1_FW_D5_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"57","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",6.02166439324269,0,6.02166439324269,"Plate1_1_FW_D5_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"58","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",52.2332594727714,0,52.2332594727714,"Plate1_1_C_H3_20250204","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"59","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",25.2172500416623,0,25.2172500416623,"Plate1_1_C_H3_20250204","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"60","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",24.8617762333582,0,24.8617762333582,"Plate1_1_C_H3_20250204","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"61","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",76.1275553280535,0,76.1275553280535,"Plate1_1_SW_C3_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"62","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",113.369070276146,0,113.369070276146,"Plate1_1_SW_C3_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"63","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",134.854559669277,0,134.854559669277,"Plate1_1_SW_C3_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"64","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",7.44355962645896,0,7.44355962645896,"Plate1_1_FW_C3_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"65","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",8.86545485967523,0,8.86545485967523,"Plate1_1_FW_C3_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"66","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",9.93187628458743,0,9.93187628458743,"Plate1_1_FW_C3_20250131","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"67","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",16.6858786423647,0,16.6858786423647,"Plate1_1_C_I5_20250204","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"68","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",21.6625119586216,0,21.6625119586216,"Plate1_1_C_I5_20250204","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"69","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",21.3070381503176,0,21.3070381503176,"Plate1_1_C_I5_20250204","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"70","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",19.8851429171013,0,19.8851429171013,"Plate1_1_C_F4_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"71","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",18.463247683885,0,18.463247683885,"Plate1_1_C_F4_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"72","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",18.463247683885,0,18.463247683885,"Plate1_1_C_F4_20250403","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"73","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",12.4201929427159,0,12.4201929427159,"Plate2_1_FW_I5_20250406","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"74","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",11.7092453261078,0,11.7092453261078,"Plate2_1_FW_I5_20250406","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"75","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",11.7092453261078,0,11.7092453261078,"Plate2_1_FW_I5_20250406","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"76","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",23.439881000142,3.21354813571303,26.653429135855,"Plate2_1_SW_E3_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"77","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",48.6785213897307,0,48.6785213897307,"Plate2_1_SW_E3_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"78","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",24.5063024250542,17.4678851641464,41.9741875892005,"Plate2_1_SW_E3_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"79","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",6.02166439324269,0,6.02166439324269,"Plate2_1_C_D5_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"80","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",7.79903343476303,0,7.79903343476303,"Plate2_1_C_D5_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"81","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",4.24429535172236,4.08305318437571,8.32734853609807,"Plate2_1_C_D5_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"82","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",9.22092866797929,0,9.22092866797929,"Plate2_1_FW_B4_20250509","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"83","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",9.22092866797929,152.362446057689,161.583374725669,"Plate2_1_FW_B4_20250509","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"84","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",8.15450724306709,0,8.15450724306709,"Plate2_1_FW_B4_20250509","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"85","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",81.3795638463744,0,81.3795638463744,"Plate2_1_SW_C3_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"86","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",52.2332594727714,11.6531042435371,63.8863637163085,"Plate2_1_SW_C3_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"87","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",157.294959702102,0,157.294959702102,"Plate2_1_SW_C3_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"88","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",15.2639834091484,0,15.2639834091484,"Plate2_1_C_F6_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"89","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",13.8420881759322,0,13.8420881759322,"Plate2_1_C_F6_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"90","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",14.1975619842362,0,14.1975619842362,"Plate2_1_C_F6_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"91","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",9.93187628458743,0,9.93187628458743,"Plate2_1_FW_I5_2020509","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"92","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",9.22092866797929,0,9.22092866797929,"Plate2_1_FW_I5_2020509","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"93","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",9.22092866797929,0,9.22092866797929,"Plate2_1_FW_I5_2020509","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"94","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",40.1471499904331,6.00773870402226,46.1548886944554,"Plate2_1_SW_B4_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"95","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",34.8150428658721,6.13234832893068,40.9473911948028,"Plate2_1_SW_B4_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"96","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",26.6391452748786,8.28600349552038,34.9251487703989,"Plate2_1_SW_B4_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
"97","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range; Spk recovery out of range",12.77566675102,0,12.77566675102,"Plate2_1_C_F4_20250602","Standard curve was better on 20260218, so used that curve instead of the one ran on 20260219."
