Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
36	20_DUP	Unknown	3.157	1.5635	0.38	0.0381	0.41	Rd
37	21	Unknown	3.157	5.3657	1.29	0.1307	1.22	Rd
38	21_SPK	Spiked	3.16	5.6021	1.16	0.1364	1.27	Rd
39	Standard 2	Check Standard	3.15	9.9829	92.51	12.1552	96.15	BMB
40	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
41	22	Unknown	3.16	2.6294	0.64	0.064	0.65	Rd
42	23	Unknown	3.157	28.5691	7.75	0.6957	6.06	bMb*
43	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
44	24	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
45	24	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
46	25	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
47	26	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
48	27	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
49	28	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
50	29	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
51	30	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
52	30_DUP	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
53	31	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
54	31_SPK	Spiked	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
55	Standard 3	Check Standard	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
56	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
57	32	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
58	33	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
59	34	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
60	35	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
61	36	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
62	37	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
63	38	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
64	39	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
65	40	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
66	40_DUP	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
67	41	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
68	41_SPK	Spiked	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
69	Standard 4	Check Standard	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
70	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
71	42	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
72	43	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
73	44	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74	45	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75	46	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
76	47	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
77	48	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
78	49	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
79	50	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
80	50_DUP	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
81	51	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
82	51_SPK	Spiked	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
83	Standard 5	Check Standard	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
84	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
85	52	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
86	53	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
87	54	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
88	55	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
89	56	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
90	57	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
91	58	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
92	59	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
93	60	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
94	60_DUP	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
95	61	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
96	61_SPK	Spiked	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
97	Standard 1	Check Standard	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
98	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
99	62	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
100	63	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
101	64	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
102	65	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
103	66	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
104	67	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
105	68	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106	69	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
107	70	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
108	70_DUP	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
109	71	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
110	71_SPK	Spiked	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
111	Standard 2	Check Standard	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
112	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
113	72	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
114	73	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
115	74	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
116	75	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
117	76	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
118	77	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
119	78	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
120	79	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
121	80	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
122	80_DUP	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
123	81	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
124	81_SPK	Spiked	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
125	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
126	Standard 1	Check Standard	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
127	Standard 2	Check Standard	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
128	Standard 3	Check Standard	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
129	Standard 4	Check Standard	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
130	Standard 5	Check Standard	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
131	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
132	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
133	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			3.163	200.1238	93.22	243.6705	1806.49	
Average			3.153	21.49	22.27	12.4378	92.15	
Minimum			3.13	0.0178	0.01	0.0007	0.02	
Standard Deviation			0.006	42.4742	36.64	45.2742	333.91	
Relative Standard Deviation			0.18%	197.65%	164.52%	364.00%	362.35%	
