"","Project","Sample_ID","Zone","Grid","Depth_cm","Event_Time","Time_of_day","Source","Volume_mL","Collection_Date","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"23","TMP","TMP_FW_H6_20240612_15CM_T2","FW","H6","15CM","T2","AM","PW",5,"20240612",5.0885,0.158718028696195,"Within_Range","SO4 checks perc diff out of range",2.8838,0.0813483779971791,"Within_Range","",0.0052370266,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"24","TMP","TMP_FW_F4_20240612_15CM_T2","FW","F4","15CM","T2","AM","PW",5,"20240612",15.9163,0.496453524641297,"Within_Range","SO4 checks perc diff out of range",3.271,0.0922708039492243,"Within_Range","",0.005936697,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"25","TMP","TMP_FW_D5_20240612_15CM_T2","FW","D5","15CM","T2","AM","PW",5,"20240612",15.6411,0.487869619463506,"Within_Range","SO4 checks perc diff out of range",3.4392,0.097015514809591,"Within_Range","",0.0062406344,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"26","TMP","TMP_FW_C3_20240612_15CM_T2","FW","C3","15CM","T2","AM","PW",5,"20240612",6.9194,0.215826575171553,"Within_Range","SO4 checks perc diff out of range",5.6605,0.159675599435825,"Within_Range","",0.0102545235,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"27","TMP","TMP_FW_E3_20240612_15CM_T2","FW","E3","15CM","T2","AM","PW",5,"20240612",1.8724,0.0584029943855271,"Within_Range","SO4 checks perc diff out of range",1.1777,0.0332214386459802,"Within_Range","",0.0021541039,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"28","TMP","TMP_SW_F6_20240612_15CM_T2","SW","F6","15CM","T2","AM","PW",5,"20240612",142.0218,4.42987523393637,"Within_Range","SO4 checks perc diff out of range",1721.5966,48.5640789844852,"Within_Range","",3.1109510562,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"29","TMP","TMP_SW_C3_20240612_15CM_T2","SW","C3","15CM","T2","AM","PW",5,"20240612",226.9674,7.07945726762321,"Within_Range","SO4 checks perc diff out of range",2004.3457,56.5400761636107,"Within_Range","",3.6218786799,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"30","TMP","TMP_SW_H6_20240612_15CM_T2","SW","H6","15CM","T2","AM","PW",5,"20240612",157.5426,4.91399251403618,"Within_Range","SO4 checks perc diff out of range",1238.9063,34.9479915373766,"Within_Range","",2.2387296841,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"31","TMP","TMP_SW_D5_20240612_15CM_T2","SW","D5","15CM","T2","AM","PW",5,"20240612",123.2739,3.8450998128509,"Within_Range","SO4 checks perc diff out of range",1072.2343,30.2463836389281,"Within_Range","",1.9375533801,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"32","TMP","TMP_SW_B4_20240612_15CM_T2","SW","B4","15CM","T2","AM","PW",5,"20240612",338.9674,10.5729070492826,"Within_Range","SO4 checks perc diff out of range",2628.8968,74.1578787023977,"Within_Range","",4.7504425176,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"33","TMP","TMP_SW_I5_20240612_15CM_T2","SW","I5","15CM","T2","AM","PW",5,"20240612",119.7822,3.73618839675608,"Within_Range","SO4 checks perc diff out of range",1315.5993,37.1114047954866,"Within_Range","",2.3773139351,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"34","TMP","TMP_SW_E3_20240612_15CM_T2","SW","E3","15CM","T2","AM","PW",5,"20240612",97.5915,3.04402682470368,"Within_Range","SO4 checks perc diff out of range",996.0007,28.0959294781382,"Within_Range","",1.7997992649,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"35","TMP","TMP_FW_H6_20240612_15CM_T3","FW","H6","15CM","T3","PM","PW",5,"20240612",5.8548,0.182620087336245,"Within_Range","SO4 checks perc diff out of range",3.6516,0.103007052186178,"Within_Range","",0.0066244412,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"36","TMP","TMP_FW_D5_20240612_15CM_T3","FW","D5","15CM","T3","PM","PW",5,"20240612",6.0796,0.189631940112289,"Within_Range","SO4 checks perc diff out of range",5.4187,0.152854724964739,"Within_Range","",0.0098175909,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"37","TMP","TMP_FW_I5_20240612_15CM_T3","FW","I5","15CM","T3","PM","PW",5,"20240612",5.8027,0.180995009357455,"Within_Range","SO4 checks perc diff out of range",4.4949,0.126795486600846,"Within_Range","",0.0081482843,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"38","TMP","TMP_FW_F6_20240612_15CM_T3","FW","F6","15CM","T3","PM","PW",5,"20240612",5.7477,0.179279475982533,"Within_Range","SO4 checks perc diff out of range",3.9172,0.110499294781382,"Within_Range","",0.0071043804,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"39","TMP","TMP_FW_C3_20240612_15CM_T3","FW","C3","15CM","T3","PM","PW",5,"20240612",7.2151,0.225049906425452,"Within_Range","SO4 checks perc diff out of range",4.6932,0.13238928067701,"Within_Range","",0.0085066124,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"40","TMP","TMP_FW_F4_20240612_15CM_T3","FW","F4","15CM","T3","PM","PW",5,"20240612",4.9331,0.153870867124142,"Within_Range","SO4 checks perc diff out of range",4.107,0.115853314527504,"Within_Range","",0.007447349,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"41","TMP","TMP_SW_C3_20240612_15CM_T3","SW","C3","15CM","T3","PM","PW",5,"20240612",302.9342,9.44897691827823,"Within_Range","SO4 checks perc diff out of range",2525.1824,71.2322256699577,"Within_Range","",4.5630305968,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"42","TMP","TMP_SW_H3_20240612_15CM_T3","SW","H3","15CM","T3","PM","PW",5,"20240612",284.9078,8.88670617592015,"Within_Range","SO4 checks perc diff out of range",2330.2554,65.7335796897038,"Within_Range","",4.2107975078,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"43","TMP","TMP_SW_B4_20240612_15CM_T3","SW","B4","15CM","T3","PM","PW",5,"20240612",381.7955,11.908780411728,"Within_Range","SO4 checks perc diff out of range",2965.053,83.6404231311706,"Within_Range","",5.357876771,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"44","TMP","TMP_SW_E3_20240612_15CM_T3","SW","E3","15CM","T3","PM","PW",5,"20240612",162.4066,5.0657080474111,"Within_Range","SO4 checks perc diff out of range",1557.56,43.9368124118477,"Within_Range","",2.81453692,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"45","TMP","TMP_SW_F6_20240612_15CM_T3","SW","F6","15CM","T3","PM","PW",5,"20240612",234.0243,7.29957267623206,"Within_Range","SO4 checks perc diff out of range",2378.7231,67.1007926657264,"Within_Range","",4.2983786417,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"46","TMP","TMP_SW_H6_20240612_15CM_T3","SW","H6","15CM","T3","PM","PW",5,"20240612",229.5097,7.15875545851528,"Within_Range","SO4 checks perc diff out of range",1844.2099,52.0228462623413,"Within_Range","",3.3325132893,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"47","TMP","TMP_FW_C6_20240612_15CM_T3","FW","C6","15CM","T3","PM","PW",5,"20240612",12.1125,0.377807236431691,"Within_Range","SO4 checks perc diff out of range",4.5016,0.126984485190409,"Within_Range","",0.0081603912,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"48","TMP","TMP_FW_H3_20240612_15CM_T3","FW","H3","15CM","T3","PM","PW",5,"20240612",4.7963,0.149603867747973,"Within_Range","SO4 checks perc diff out of range",3.2597,0.0919520451339915,"Within_Range","",0.0059162779,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"49","TMP","TMP_SW_B4_20240613_15CM_T4","SW","B4","15CM","T4","AM","PW",5,"20240613",393.4758,12.2731066749844,"Within_Range","SO4 checks perc diff out of range",3133.1101,88.3811029619182,"Within_Range","",5.6615559507,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"50","TMP","TMP_SW_D5_20240613_15CM_T4","SW","D5","15CM","T4","AM","PW",5,"20240613",208.1148,6.49141609482221,"Within_Range","SO4 checks perc diff out of range",1887.3206,53.2389449929478,"Within_Range","",3.4104143242,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"51","TMP","TMP_SW_C3_20240613_15CM_T4","SW","C3","15CM","T4","AM","PW",5,"20240613",344.391,10.7420773549595,"Within_Range","SO4 checks perc diff out of range",2829.5793,79.818880112835,"Within_Range","",5.1130757951,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"52","TMP","TMP_SW_C6_20240613_15CM_T4","SW","C6","15CM","T4","AM","PW",5,"20240613",101.9916,3.18127261384903,"Within_Range","SO4 checks perc diff out of range",0,0,"bdl","",2.6e-05,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"53","TMP","TMP_SW_H6_20240613_15CM_T4","SW","H6","15CM","T4","AM","PW",5,"20240613",254.683,7.94394884591391,"Within_Range","SO4 checks perc diff out of range",2038.8143,57.5123921015515,"Within_Range","",3.6841634401,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"54","TMP","TMP_SW_E3_20240613_15CM_T4","SW","E3","15CM","T4","AM","PW",5,"20240613",162.1457,5.05757018091079,"Within_Range","SO4 checks perc diff out of range",1502.9443,42.3961720733427,"Within_Range","",2.7158463501,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"55","TMP","TMP_SW_F6_20240613_15CM_T4","SW","F6","15CM","T4","AM","PW",5,"20240613",300.6828,9.37875233936369,"Within_Range","SO4 checks perc diff out of range",2676.1677,75.4913314527503,"Within_Range","",4.8358610339,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"56","TMP","TMP_SW_I5_20240613_15CM_T4","SW","I5","15CM","T4","AM","PW",5,"20240613",281.4121,8.7776699937617,"Within_Range","SO4 checks perc diff out of range",2671.3684,75.3559492242595,"Within_Range","",4.8271886988,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","clear"
"57","TMP","TMP_FW_H6_20240613_15CM_T4","FW","H6","15CM","T4","AM","PW",5,"20240613",5.7701,0.179978165938865,"Within_Range","SO4 checks perc diff out of range",3.4923,0.0985133991537376,"Within_Range","",0.0063365861,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"58","TMP","TMP_FW_H3_20240613_15CM_T4","FW","H3","15CM","T4","AM","PW",5,"20240613",5.8215,0.181581409856519,"Within_Range","SO4 checks perc diff out of range",4.5425,0.128138222849083,"Within_Range","",0.0082342975,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"59","TMP","TMP_FW_B4_20240613_15CM_T4","FW","B4","15CM","T4","AM","PW",5,"20240613",17.1523,0.535006238303182,"Within_Range","SO4 checks perc diff out of range",3.1841,0.0898194640338505,"Within_Range","",0.0057796687,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"60","TMP","TMP_FW_F4_20240613_15CM_T4","FW","F4","15CM","T4","AM","PW",5,"20240613",5.2656,0.164242046163444,"Within_Range","SO4 checks perc diff out of range",3.7764,0.106527503526093,"Within_Range","",0.0068499548,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"61","TMP","TMP_FW_C3_20240613_15CM_T4","FW","C3","15CM","T4","AM","PW",5,"20240613",6.909,0.215502183406114,"Within_Range","SO4 checks perc diff out of range",4.1154,0.116090267983075,"Within_Range","",0.0074625278,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"62","TMP","TMP_FW_I5_20240613_15CM_T4","FW","I5","15CM","T4","AM","PW",5,"20240613",5.5174,0.172096069868996,"Within_Range","SO4 checks perc diff out of range",7.1812,0.20257263751763,"Within_Range","",0.0130024284,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
