"","Project","Sample_ID","Zone","Grid","Depth_cm","Event_Time","Time_of_day","Source","Volume_mL","Collection_Date","Evacuation_Date","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"12","TMP","TMP_FW_H3_20240613_15CM_T5","FW","H3","15CM","T5","PM","PW",5,"20240613",20240613,5.5044,0.171690580162196,"Within_Range","SO4 checks perc diff out of range",4.0385,0.11392101551481,"Within_Range","",0.0073235695,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"13","TMP","TMP_SW_H6_20240614_15CM_T6","SW","H6","15CM","T6",NA,"PW",5,"20240614",20240613,301.5896,9.40703680598877,"Within_Range","SO4 checks perc diff out of range",2431.2852,68.5835035260931,"Within_Range","",4.3933583564,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"14","TMP","TMP_SW_C6_20240614_15CM_T6","SW","C6","15CM","T6",NA,"PW",5,"20240614",20240613,146.6066,4.57288209606987,"Within_Range","SO4 checks perc diff out of range",1706.9512,48.1509506346967,"Within_Range","",3.0844868184,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"15","TMP","TMP_SW_D5_20240614_15CM_T6","SW","D5","15CM","T6",NA,"PW",5,"20240614",20240613,227.2455,7.08813162819713,"Within_Range","SO4 checks perc diff out of range",2202.2372,62.1223469675599,"Within_Range","",3.9794686204,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"16","TMP","TMP_SW_B4_20240614_15CM_T6","SW","B4","15CM","T6",NA,"PW",5,"20240614",20240613,407.0631,12.6969151590767,"Within_Range","SO4 checks perc diff out of range",3177.8905,89.6443018335684,"Within_Range","",5.7424741335,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"17","TMP","TMP_SW_F6_20240614_15CM_T6","SW","F6","15CM","T6",NA,"PW",5,"20240614",20240613,360.985,11.2596693699314,"Within_Range","SO4 checks perc diff out of range",2961.1018,83.5289647390691,"Within_Range","",5.3507369526,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"18","TMP","TMP_SW_C3_20240614_15CM_T6","SW","C3","15CM","T6",NA,"PW",5,"20240614",20240613,379.508,11.8374298190892,"Within_Range","SO4 checks perc diff out of range",3066.6242,86.5056191819464,"Within_Range","",5.5414159294,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"19","TMP","TMP_FW_C6_20240614_15CM_T6","FW","C6","15CM","T6",NA,"PW",5,"20240614",20240613,6.1299,0.191200873362445,"Within_Range","SO4 checks perc diff out of range",4.7797,0.134829337094499,"Within_Range","",0.0086629179,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"20","TMP","TMP_FW_B4_20240614_15CM_T6","FW","B4","15CM","T6",NA,"PW",5,"20240614",20240613,2.5822,0.0805427323767935,"Within_Range","SO4 checks perc diff out of range",4.5615,0.12867418899859,"Within_Range","",0.0082686305,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"21","TMP","TMP_FW_H3_20240614_15CM_T6","FW","H3","15CM","T6",NA,"PW",5,"20240614",20240613,6.0209,0.187800998128509,"Within_Range","SO4 checks perc diff out of range",10.2349,0.288713681241185,"Within_Range","",0.0185204643,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"22","TMP","TMP_FW_F6_20240614_15CM_T6","FW","F6","15CM","T6",NA,"PW",5,"20240614",20240613,5.6001,0.17467560823456,"Within_Range","SO4 checks perc diff out of range",9.9676,0.281173483779972,"Within_Range","",0.0180374532,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"23","TMP","TMP_FW_F4_20240614_15CM_T6","FW","F4","15CM","T6",NA,"PW",5,"20240614",20240613,5.6148,0.175134123518403,"Within_Range","SO4 checks perc diff out of range",4.2794,0.120716502115656,"Within_Range","",0.0077588758,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"24","TMP","TMP_FW_I5_20240614_15CM_T6","FW","I5","15CM","T6",NA,"PW",5,"20240614",20240613,5.922,0.18471615720524,"Within_Range","SO4 checks perc diff out of range",7.6508,0.21581946403385,"Within_Range","",0.0138509956,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"25","TMP","TMP_FW_E3_20240614_15CM_T6","FW","E3","15CM","T6",NA,"PW",5,"20240614",20240613,2.4821,0.0774204616344354,"Within_Range","SO4 checks perc diff out of range",4.3157,0.12174047954866,"Within_Range","",0.0078244699,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"26","TMP","TMP_FW_C3_20240614_15CM_T6","FW","C3","15CM","T6",NA,"PW",5,"20240614",20240613,6.8112,0.212451653150343,"Within_Range","SO4 checks perc diff out of range",5.0463,0.142349788434415,"Within_Range","",0.0091446641,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"27","TMP","TMP_FW_D5_20240614_15CM_T6","FW","D5","15CM","T6",NA,"PW",5,"20240614",20240613,6.1648,0.192289457267623,"Within_Range","SO4 checks perc diff out of range",4.8202,0.135971791255289,"Within_Range","",0.0087361014,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"28","TMP","TMP_FW_H6_20240614_15CM_T6","FW","H6","15CM","T6",NA,"PW",5,"20240614",20240613,5.202,0.162258265751716,"Within_Range","SO4 checks perc diff out of range",3.8111,0.10750634696756,"Within_Range","",0.0069126577,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"29","TMP","TMP_SW_B4_20240617_15CM","SW","B4","15CM",NA,NA,"PW",5,"20240617",20240614,377.1778,11.7647473487211,"Within_Range","SO4 checks perc diff out of range",3158.9624,89.1103638928068,"Within_Range","",5.7082710568,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"30","TMP","TMP_SW_D5_20240617_15CM","SW","D5","15CM",NA,NA,"PW",5,"20240617",20240614,187.6578,5.85333125389894,"Within_Range","SO4 checks perc diff out of range",2035.305,57.4133991537377,"Within_Range","",3.677822135,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"31","TMP","TMP_SW_C3_20240617_15CM","SW","C3","15CM",NA,NA,"PW",5,"20240617",20240614,288.9939,9.01415782907049,"Within_Range","SO4 checks perc diff out of range",2810.0972,79.2693145275035,"Within_Range","",5.0778716404,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"32","TMP","TMP_SW_F6_20240617_15CM","SW","F6","15CM",NA,NA,"PW",5,"20240617",20240614,347.0077,10.8236961946351,"Within_Range","SO4 checks perc diff out of range",2983.5108,84.1610944992948,"Within_Range","",5.3912300156,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"33","TMP","TMP_FW_F4_20240617_15CM","FW","F4","15CM",NA,NA,"PW",5,"20240617",20240614,4.0044,0.124903306300686,"Within_Range","SO4 checks perc diff out of range",5.1069,0.144059238363893,"Within_Range","",0.0092541683,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"34","TMP","TMP_FW_I5_20240617_15CM","FW","I5","15CM",NA,NA,"PW",5,"20240617",20240614,3.6686,0.11442919525889,"Within_Range","SO4 checks perc diff out of range",5.7181,0.161300423131171,"Within_Range","",0.0103586067,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"35","TMP","TMP_FW_C6_20240617_15CM","FW","C6","15CM",NA,NA,"PW",5,"20240617",20240614,3.2407,0.101082345601996,"Within_Range","SO4 checks perc diff out of range",4.4946,0.126787023977433,"Within_Range","",0.0081477422,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"36","TMP","TMP_FW_D5_20240617_15CM","FW","D5","15CM",NA,NA,"PW",NA,"20240617",20240614,5.421,0.169089207735496,"Within_Range","SO4 checks perc diff out of range",4.4245,0.124809590973202,"Within_Range","",0.0080210715,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ","112 mL extracted but no volumes filled in on field sheet; AES to check"
"37","TMP","TMP_FW_I5_20240624_15CM","FW","I5","15CM",NA,NA,"PW",5,"20240624",20240621,0.6547,0.0204210854647536,"Within_Range","SO4 checks perc diff out of range",5.8991,0.166406205923836,"Within_Range","",0.0106856737,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"38","TMP","TMP_FW_C6_20240624_15CM","FW","C6","15CM",NA,NA,"PW",5,"20240624",20240621,1.5627,0.0487429819089208,"Within_Range","SO4 checks perc diff out of range",13.9322,0.393009873060649,"Within_Range","",0.0252014854,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"39","TMP","TMP_SW_F6_20240624_15CM","SW","F6","15CM",NA,NA,"PW",5,"20240624",20240621,214.622,6.69438552713662,"Within_Range","SO4 checks perc diff out of range",2149.4237,60.6325444287729,"Within_Range","",3.8840346259,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"40","TMP","TMP_SW_C3_20240624_15CM","SW","C3","15CM",NA,NA,"PW",5,"20240624",20240621,201.5378,6.28626949469744,"Within_Range","SO4 checks perc diff out of range",2857.1545,80.5967418899859,"Within_Range","",5.1629041815,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"41","TMP","TMP_SW_B4_20240624_15CM","SW","B4","15CM",NA,NA,"PW",5,"20240624",20240621,312.1626,9.7368247036806,"Within_Range","SO4 checks perc diff out of range",2969.5678,83.7677799717912,"Within_Range","",5.3660350146,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"42","TMP","TMP_FW_SOURCEWATER_20240613_AM","FW","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240613",NA,8.5959,0.268119151590767,"Within_Range","SO4 checks perc diff out of range",4.483,0.126459802538787,"Within_Range","",0.008126781,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"43","TMP","TMP_FW_SOURCEWATER_20240611_PM","FW","SOURCEWATER","PM",NA,"PM","SourceWater",5,"20240611",NA,8.5342,0.266194635059264,"Within_Range","SO4 checks perc diff out of range",3.9184,0.110533145275035,"Within_Range","",0.0071065488,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"44","TMP","TMP_FW_SOURCEWATER_20240612_PM","FW","SOURCEWATER","PM",NA,"PM","SourceWater",5,"20240612",NA,8.667,0.270336868371803,"Within_Range","SO4 checks perc diff out of range",3.9375,0.111071932299013,"Within_Range","",0.0071410625,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"45","TMP","TMP_FW_SOURCEWATER_20240611_AM","FW","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240611",NA,8.3255,0.259684965689332,"Within_Range","SO4 checks perc diff out of range",4.5192,0.12748095909732,"Within_Range","",0.0081921944,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"46","TMP","TMP_FW_SOURCEWATER_20240611_MID","FW","SOURCEWATER","MID",NA,"MID","SourceWater",5,"20240611",NA,8.1301,0.253590143480973,"Within_Range","SO4 checks perc diff out of range",3.5151,0.0991565585331453,"Within_Range","",0.0063777857,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"47","TMP","TMP_FW_SOURCEWATER_20240613_MID","FW","SOURCEWATER","MID",NA,"MID","SourceWater",5,"20240613",NA,7.9322,0.247417342482845,"Within_Range","SO4 checks perc diff out of range",3.8858,0.109613540197461,"Within_Range","",0.0070476406,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"48","TMP","TMP_FW_SOURCEWATER_20240612_MID","FW","SOURCEWATER","MID",NA,"MID","SourceWater",5,"20240612",NA,7.974,0.248721147847785,"Within_Range","SO4 checks perc diff out of range",3.1488,0.0888236953455571,"Within_Range","",0.0057158816,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"49","TMP","TMP_FW_SOURCEWATER_20240612_AM","FW","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240612",NA,8.9432,0.278951965065502,"Within_Range","SO4 checks perc diff out of range",4.6792,0.131994358251058,"Within_Range","",0.0084813144,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"50","TMP","TMP_FW_SOURCEWATER_20240613_PM","FW","SOURCEWATER","PM",NA,"PM","SourceWater",5,"20240613",NA,8.4073,0.26223643169058,"Within_Range","SO4 checks perc diff out of range",4.0132,0.113207334273625,"Within_Range","",0.0072778524,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"51","TMP","TMP_ESTUARY_SOURCEWATER_20240613_AM","ESTUARY","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240613",NA,511.3148,15.9486837180287,"Within_Range","SO4 checks perc diff out of range",3859.6824,108.876795486601,"Within_Range","",6.9744720968,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ","high tide"
"52","TMP","TMP_ESTUARY_SOURCEWATER_20240612_AM","ESTUARY","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240612",NA,491.0263,15.3158546475359,"Within_Range","SO4 checks perc diff out of range",3784.5568,106.757596614951,"Within_Range","",6.8387201376,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ","high tide"
"53","TMP","TMP_ESTUARY_SOURCEWATER_20240611_AM","ESTUARY","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240611",NA,428.4834,13.3650467872739,"Within_Range","SO4 checks perc diff out of range",3269.2374,92.2210832157969,"Within_Range","",5.9075379818,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ","high tide"
"54","TMP","TMP_ESTUARY_SOURCEWATER_20240611_AM","ESTUARY","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240611",NA,464.2414,14.4803930131004,"Within_Range","SO4 checks perc diff out of range",3491.7519,98.4979379407616,"Within_Range","",6.3096216833,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ","high tide"
"55","TMP","TMP_ESTUARY_SOURCEWATER_20240613_AM","ESTUARY","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240613",NA,509.2368,15.8838677479726,"Within_Range","SO4 checks perc diff out of range",3860.8575,108.909943582511,"Within_Range","",6.9765955025,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ","high tide"
"56","TMP","TMP_ESTUARY_SOURCEWATER_20240612_AM","ESTUARY","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240612",NA,457.0698,14.256699937617,"Within_Range","SO4 checks perc diff out of range",3463.6409,97.7049619181946,"Within_Range","",6.2588251063,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ","high tide"
"57","TMP","TMP_SW_SOURCEWATER_20240611_MID","SW","SOURCEWATER","MID",NA,"MID","SourceWater",5,"20240611",NA,483.8673,15.0925545851528,"Within_Range","SO4 checks perc diff out of range",3667.6635,103.460183356841,"Within_Range","",6.6274939445,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"58","TMP","TMP_SW_SOURCEWATER_20240612_MID","SW","SOURCEWATER","MID",NA,"MID","SourceWater",5,"20240612",NA,432.8411,13.5009700561447,"Within_Range","SO4 checks perc diff out of range",3280.067,92.5265726375176,"Within_Range","",5.927107069,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"59","TMP","TMP_SW_SOURCEWATER_20240613_AM","SW","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240613",NA,467.8069,14.5916063630692,"Within_Range","SO4 checks perc diff out of range",3535.5176,99.7325133991537,"Within_Range","",6.3887063032,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"60","TMP","TMP_SW_SOURCEWATER_20240611_PM","SW","SOURCEWATER","PM",NA,"PM","SourceWater",5,"20240611",NA,419.2784,13.0779288833437,"Within_Range","SO4 checks perc diff out of range",3194.8201,90.1218645980254,"Within_Range","",5.7730659207,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"61","TMP","TMP_SW_SOURCEWATER_20240612_AM","SW","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240612",NA,450.6764,14.0572800998128,"Within_Range","SO4 checks perc diff out of range",3400.7436,95.9307080394922,"Within_Range","",6.1451696852,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"62","TMP","TMP_SW_SOURCEWATER_20240613_MID","SW","SOURCEWATER","MID",NA,"MID","SourceWater",5,"20240613",NA,453.8037,14.1548253275109,"Within_Range","SO4 checks perc diff out of range",3426.8123,96.6660733427362,"Within_Range","",6.1922758261,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"63","TMP","TMP_SW_SOURCEWATER_20240613_PM","SW","SOURCEWATER","PM",NA,"PM","SourceWater",5,"20240613",NA,458.2906,14.2947785402371,"Within_Range","SO4 checks perc diff out of range",3466.6049,97.7885726375176,"Within_Range","",6.2641810543,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
"64","TMP","TMP_SW_SOURCEWATER_20240611_AM","SW","SOURCEWATER","AM",NA,"AM","SourceWater",5,"20240611",NA,455.0348,14.1932252027449,"Within_Range","SO4 checks perc diff out of range",3421.0234,96.5027757404795,"Within_Range","",6.1818152838,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  One sample ID is missing from metadata: TMP_FW_D5_20240617_15CM 
  ",NA
