"","Sample_ID","Site","Plot","Grid","Depth_cm","Event_Time","Time_of_day","Source","Volume_mL","Collection_Date","Evacuation_Date","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","Deployment_Date","Deployment_Time_24hrs","Collection_Time_24hrs","NOx_Conc_mgL","NOx_Conc_uM","NOx_Conc_Flag","NOx_QAQC_Flag","NH3_Conc_mgL","NH3_Conc_uM","NH3_Conc_Flag","NH3_QAQC_Flag","PO4_Conc_mgL","PO4_Conc_uM","PO4_Conc_Flag","PO4_QAQC_Flag","Analysis_rundate","Run_notes","Field_notes"
"86","TMP_C_RainWater_Dec10-12_2024","TEMPEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118756,8.47851385408412,"Within_Range",NA,0.076184,5.43911128245768,"Within_Range",NA,0.063407,2.04711975251828,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"87","TMP_FW_B4_20241003_15cm","TEMPEST","FW","B4",15,NA,NA,"PW",5.5,20241003,20240930,1149,1215,NA,NA,NA,0.005623,0.401450734291446,"bdl",NA,0.008935,0.637909000692526,"bdl",NA,0.005617,0.181347038180251,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"88","TMP_FW_C3_20241213_15cm","TEMPEST","FW","C3",15,NA,NA,"PW",8,20241213,20241210,1409,1146,NA,NA,NA,0,0,"bdl",NA,0.010683,0.762706419070873,"bdl",NA,0.003585,0.115743124777675,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","yellow"
"89","TMP_FW_C6_20241213_15cm","TEMPEST","FW","C6",15,NA,NA,"PW",6,20241213,20241210,1402,1218,NA,NA,NA,0,0,"bdl",NA,0.009323,0.665610029485889,"bdl",NA,0.010188,0.328923557945593,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"90","TMP_FW_D5_20241213_15cm","TEMPEST","FW","D5",15,NA,NA,"PW",8,20241213,20241210,1359,1205,NA,NA,NA,0.001853,0.132293830809541,"bdl",NA,0.0075,0.535458030799546,"bdl",NA,0.003753,0.121167070373951,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","light yellow"
"91","TMP_FW_E3_20241213_15cm","TEMPEST","FW","E3",15,NA,NA,"PW",6,20241213,20241210,1352,1130,NA,NA,NA,0,0,"bdl",NA,0.040281,2.8758379918182,"Within_Range",NA,0.002858,0.0922716459175995,"bdl","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"92","TMP_FW_F4_20241213_15cm","TEMPEST","FW","F4",15,NA,NA,"PW",6,20241213,20241210,1347,1120,NA,NA,NA,0,0,"bdl",NA,0.025379,1.81191858182156,"Within_Range",NA,0.014358,0.463553636138871,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","yellow"
"93","TMP_FW_F6_20241213_15cm","TEMPEST","FW","F6",15,NA,NA,"PW",8,20241213,20241210,1356,1102,NA,NA,NA,0,0,"bdl",NA,0.007383,0.527104885519073,"bdl",NA,0.012445,0.401791684200324,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","light yellow"
"94","TMP_FW_H3_20241213_15cm","TEMPEST","FW","H3",15,NA,NA,"PW",6,20241213,20241210,1345,1111,NA,NA,NA,0.009722,0.694096396724425,"bdl",NA,0.032696,2.33431143666959,"Within_Range",NA,0.00199,0.064247927003507,"bdl","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"95","TMP_FW_H6_20240812_15cm","TEMPEST","FW","H6",15,NA,NA,"PW",8,20240812,20240808,827,935,NA,NA,NA,0.038275,2.73262081718035,"Within_Range",NA,0.078894,5.63259011758658,"Within_Range",NA,0.004109,0.132660669375583,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"96","TMP_FW_I5_20240624_15cm","TEMPEST","FW","I5",15,NA,NA,"PW",8,20240624,20240621,1221,1050,NA,NA,NA,0.009612,0.686243012272698,"bdl",NA,0.041278,2.94701821271249,"Within_Range",NA,0.004943,0.159586685014239,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"97","TMP_FW_I5_20240808_15cm","TEMPEST","FW","I5",15,NA,NA,"PW",8,20240808,20240805,919,818,NA,NA,NA,0.077341,5.52171460800902,"Within_Range",NA,1.547253,110.465205937159,"Within_Range",NA,0.005952,0.192162643982349,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"98","TMP_FW_I5_20241213_15cm","TEMPEST","FW","I5",15,NA,NA,"PW",10,20241213,20241210,1341,1036,NA,NA,NA,0,0,"bdl",NA,0.022428,1.60123369530296,"Within_Range",NA,0.002259,0.0729326970356394,"bdl","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"99","TMP_FW_RainWater_Dec10-12_2024","TEMPEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160735,11.4755795440753,"Within_Range",NA,0.139854,9.98479299192529,"Within_Range",NA,0.033316,1.07562006836625,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"100","TMP_SW_B4_20240624_15cm","TEMPEST","SW","B4",15,NA,NA,"PW",5.5,20240624,20240621,1157,1005,NA,NA,NA,0.012706,0.907137298578537,"bdl",NA,0.224618,16.0364682616177,"Within_Range",NA,0.002616,0.0844585814277258,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"101","TMP_SW_B4_20240715_15cm","TEMPEST","SW","B4",15,NA,NA,"PW",7,20240715,20240711,1035,1214,NA,NA,NA,0.032362,2.31046570569799,"Within_Range",NA,0.156974,11.2070651902304,"Within_Range",NA,0.004488,0.144896832357658,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"102","TMP_SW_B4_20240802_15cm","TEMPEST","SW","B4",15,NA,NA,"PW",7,20240802,20240730,830,1136,NA,NA,NA,0.026504,1.89223728644149,"Within_Range",NA,0.19817,14.1482290618061,"Within_Range",NA,0.008815,0.284595716852218,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"103","TMP_SW_B4_20240805_15cm","TEMPEST","SW","B4",15,NA,NA,"PW",8,20240805,20240802,1136,1044,NA,NA,NA,0.007908,0.564586947675041,"bdl",NA,0.021695,1.54890159709282,"Within_Range",NA,0.007304,0.235812491876189,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"104","TMP_SW_B4_20241213_15cm","TEMPEST","SW","B4",15,NA,NA,"PW",8,20241213,20241210,1223,1357,NA,NA,NA,0,0,"bdl",NA,0.012485,0.891359135270977,"bdl",NA,0.004622,0.149223074678497,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","Clear"
"105","TMP_SW_C3_20240802_15cm","TEMPEST","SW","C3",15,NA,NA,"PW",8,20240802,20240730,827,1122,NA,NA,NA,0.012276,0.876437704812697,"bdl",NA,0.104413,7.45450391598307,"Within_Range",NA,0.00222,0.0716735668079325,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"106","TMP_SW_C3_20240805_15cm","TEMPEST","SW","C3",15,NA,NA,"PW",8,20240805,20240802,1122,1053,NA,NA,NA,0.007252,0.517752218581108,"bdl",NA,0.005291,0.377747792128053,"bdl",NA,0.00173,0.0558537254854609,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"107","TMP_SW_C3_20240906_15cm","TEMPEST","SW","C3",15,NA,NA,"PW",8,20240906,20240903,900,1115,NA,NA,NA,0.008061,0.575510291503352,"bdl",NA,0.019429,1.38712187738725,"bdl",NA,0.001864,0.0601799678063001,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"108","TMP_SW_C3_20241003_15cm","TEMPEST","SW","C3",15,NA,NA,"PW",8,20241003,20240930,945,1402,NA,NA,NA,NA,NA,NA,NA,0.00605,0.431936144844967,"bdl",NA,0.002463,0.0795189166882602,"bdl","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"109","TMP_SW_C3_20241213_15cm","TEMPEST","SW","C3",15,NA,NA,"PW",8,20241213,20241210,1225,1346,NA,NA,NA,0,0,"bdl",NA,0.006602,0.471345855911814,"bdl",NA,0.001501,0.0484603710714895,"bdl","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","Clear"
"110","TMP_SW_C6_20240812_15cm","TEMPEST","SW","C6",15,NA,NA,"PW",8,20240812,20240808,900,1015,NA,NA,NA,0.036574,2.61117893579501,"Within_Range",NA,0.58798,41.9784817266023,"Within_Range",NA,0.002983,0.0963073197243525,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"111","TMP_SW_C6_20241007_15cm","TEMPEST","SW","C6",15,NA,NA,"PW",8,20241007,20241003,1233,1031,NA,NA,NA,0.026563,1.89644955628378,"Within_Range",NA,0.496917,35.4770931054424,"Within_Range",NA,0.012434,0.40143654490533,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"112","TMP_SW_D5_20240802_15cm","TEMPEST","SW","D5",15,NA,NA,"PW",8,20240802,20240730,834,1143,NA,NA,NA,0.024605,1.75665931304304,"bdl",NA,0.096192,6.86757051982266,"Within_Range",NA,0.002736,0.0883328282822087,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"113","TMP_SW_D5_20240805_15cm","TEMPEST","SW","D5",15,NA,NA,"PW",8,20240805,20240802,1143,1030,NA,NA,NA,0.035945,2.56627185561196,"Within_Range",NA,0.025411,1.81420320275297,"Within_Range",NA,0.00175,0.0564994332945414,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"114","TMP_SW_D5_20240906_15cm","TEMPEST","SW","D5",15,NA,NA,"PW",8,20240906,20240903,910,1140,NA,NA,NA,0.01151,0.821749591267037,"bdl",NA,0.009124,0.651402543068674,"bdl",NA,0.001664,0.0537228897154953,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"115","TMP_SW_D5_20241003_15cm","TEMPEST","SW","D5",15,NA,NA,"PW",8,20241003,20240930,928,1240,NA,NA,NA,NA,NA,NA,NA,0.010461,0.746856861359207,"bdl",NA,0.003032,0.0978893038565996,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"116","TMP_SW_D5_20241213_15cm","TEMPEST","SW","D5",15,NA,NA,"PW",6,20241213,20241210,1203,1236,NA,NA,NA,0.002505,0.178842982287048,"bdl",NA,0.005867,0.418870968893458,"bdl",NA,0.00449,0.144961403138566,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","Clear"
"117","TMP_SW_E3_20241003_15cm","TEMPEST","SW","E3",15,NA,NA,"PW",6,20241003,20240930,1138,1355,NA,NA,NA,0.007636,0.545167669758044,"bdl",NA,0.045682,3.26143916839798,"Within_Range",NA,0.01021,0.329633836535581,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"118","TMP_SW_F4_20241003_15cm","TEMPEST","SW","F4",15,NA,NA,"PW",8,20241003,20240930,940,1347,NA,NA,NA,NA,NA,NA,NA,0.006584,0.470060756637895,"bdl",NA,0.010606,0.342418851155375,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"119","TMP_SW_F6_20240715_15cm","TEMPEST","SW","F6",15,NA,NA,"PW",7,20240715,20240711,1046,1224,NA,NA,NA,0.023676,1.69033391162801,"bdl",NA,0.154929,11.0610636338324,"Within_Range",NA,0.002217,0.0715767106365704,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"120","TMP_SW_F6_20240802_15cm","TEMPEST","SW","F6",15,NA,NA,"PW",6,20240802,20240730,836,1153,NA,NA,NA,0.013899,0.992310822677719,"bdl",NA,0.142397,10.1663489615684,"Within_Range",NA,0.001825,0.0589208375785931,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"121","TMP_SW_F6_20240805_15cm","TEMPEST","SW","F6",15,NA,NA,"PW",8,20240805,20240802,1153,1019,NA,NA,NA,0.012846,0.917132515153462,"bdl",NA,0.000458,0.0326986370808256,"bdl",NA,0.001118,0.0360950665275984,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"122","TMP_SW_F6_20240906_15cm","TEMPEST","SW","F6",15,NA,NA,"PW",8,20240906,20240903,913,1151,NA,NA,NA,0.003284,0.234459223086095,"bdl",NA,0.032909,2.3495184447443,"Within_Range",NA,0.001223,0.0394850325252709,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"123","TMP_SW_F6_20241003_15cm","TEMPEST","SW","F6",15,NA,NA,"PW",8,20241003,20240930,1113,1255,NA,NA,NA,NA,NA,NA,NA,0.017581,1.25518501859824,"bdl",NA,0.003277,0.105799224517835,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"124","TMP_SW_F6_20241213_15cm","TEMPEST","SW","F6",15,NA,NA,"PW",8,20241213,20241210,1207,1254,NA,NA,NA,0,0,"bdl",NA,0.006195,0.442288333440425,"bdl",NA,0.000997,0.0321885342826616,"bdl","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","Clear; bottle mislabeled as F4 but it is from F6"
"125","TMP_SW_H3_20240715_15cm","TEMPEST","SW","H3",15,NA,NA,"PW",6,20240715,20240711,1051,1234,NA,NA,NA,0.031215,2.22857632418771,"Within_Range",NA,0.163937,11.7041844260247,"Within_Range",NA,0.004384,0.14153915175044,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"126","TMP_SW_H3_20240808_15cm","TEMPEST","SW","H3",15,NA,NA,"PW",8,20240808,20240805,1002,946,NA,NA,NA,0.011598,0.828032298828418,"bdl",NA,0.04898,3.49689791314157,"Within_Range",NA,0.004715,0.152225615990721,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"127","TMP_SW_H3_20241003_15cm","TEMPEST","SW","H3",15,NA,NA,"PW",8,20241003,20240930,938,1336,NA,NA,NA,0.014458,1.03222029457331,"bdl",NA,0.034746,2.48066996508814,"Within_Range",NA,0.015006,0.484474569153079,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"128","TMP_SW_H6_20240812_15cm","TEMPEST","SW","H6",15,NA,NA,"PW",8,20240812,20240808,925,1027,NA,NA,NA,0.013948,0.995809148478942,"bdl",NA,0.03552,2.53592923386665,"Within_Range",NA,0.004327,0.13969888449456,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"129","TMP_SW_H6_20241003_15cm","TEMPEST","SW","H6",15,NA,NA,"PW",8,20241003,20240930,935,1304,NA,NA,NA,0.004738,0.3382666866571,"bdl",NA,0.004342,0.309994502630884,"bdl",NA,0.006901,0.222801479523217,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","Yellow"
"130","TMP_SW_H6_20241213_15cm","TEMPEST","SW","H6",15,NA,NA,"PW",8,20241213,20241210,1212,1306,NA,NA,NA,0,0,"bdl",NA,0.016984,1.2125625593466,"bdl",NA,0.01755,0.566608602468115,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","light yellow"
"131","TMP_SW_I5_20240808_15cm","TEMPEST","SW","I5",15,NA,NA,"PW",8,20240808,20240805,956,935,NA,NA,NA,0.008748,0.62455824712459,"bdl",NA,0.020673,1.47593651609587,"Within_Range",NA,0.006406,0.206820211248475,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"132","TMP_SW_I5_20241003_15cm","TEMPEST","SW","I5",15,NA,NA,"PW",6,20241003,20240930,936,1326,NA,NA,NA,0.00155,0.110661326365239,"bdl",NA,0.025456,1.81741595093777,"Within_Range",NA,0.008587,0.277234647828701,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","clear"
"133","TMP_SW_I5_20241213_15cm","TEMPEST","SW","I5",15,NA,NA,"PW",8,20241213,20241210,1214,1318,NA,NA,NA,0,0,"bdl",NA,0.016693,1.19178678775158,"bdl",NA,0.006745,0.217764958612389,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk","Clear"
"134","TMP_SW_RainWater_Dec10-12_2024","TEMPEST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174127,12.431693403871,"Within_Range",NA,0.022194,1.58452740474202,"Within_Range",NA,0.221284,7.14424034122817,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
